run_mode,experiment_name,base_log_feature,learning_rate,numeric_features,embedding_features,split,rows,log_mae,log_rmse,price_per_m2_mae,price_per_m2_mape,total_price_mae_manwon,abs_pct_error_p95,abs_pct_error_p99,error_gt_10pct_rate,error_gt_10pct_rows,error_gt_20pct_rate,error_gt_20pct_rows,error_gt_30pct_rate,error_gt_30pct_rows,error_gt_50pct_rate,error_gt_50pct_rows
full,F18_reference_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",train,2342081,0.07372588468901911,0.12288754381791352,31.166243510337075,0.07523404845521696,2396.1059981098697,0.21894262821287866,0.4269536579908413,0.22571934958696988,528653,0.06143254652593143,143880,0.023468872340452786,54966,0.006853306952236067,16051
full,F18_reference_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",valid,384432,0.06397289572550598,0.10260420394382247,33.619409763902254,0.06443818562130144,2674.7764037919865,0.1924682729470313,0.3474684491652246,0.18871477920672577,72548,0.04556332459316602,17516,0.015089794814167395,5801,0.0035298830482373995,1357
full,F18_reference_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",test,442008,0.06321841590715228,0.10251357118604504,38.466616974928435,0.06333470398997117,3058.506487442019,0.19260680744355727,0.3485878576406167,0.18335188503375505,81043,0.04572315433204829,20210,0.015336826482778593,6779,0.0035429223000488677,1566
full,F18_reference_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",recent_holdout,209468,0.06653377081372978,0.10700342192427487,40.01397226404328,0.0670222883724087,3078.527970880247,0.2015356456274523,0.36463215461010673,0.19827849599938893,41533,0.050771478221017054,10635,0.017544445929688544,3675,0.004196345026447954,879
full,F31_floor_flags_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",train,2342081,0.07289599713304148,0.12227739421004705,30.708528597645035,0.07429150647905705,2359.3682449875855,0.21719901319194532,0.4253695078845234,0.22034250736844713,516060,0.06017469079848221,140934,0.0231721276932779,54271,0.00680292440782364,15933
full,F31_floor_flags_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",valid,384432,0.06315037820512372,0.10189030016656991,32.97682501683798,0.06358776298117802,2625.899452141286,0.19004120251385326,0.34527826463390726,0.18445654888250718,70911,0.0442913181004703,17027,0.01479845590377492,5689,0.0035168768468805925,1352
full,F31_floor_flags_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",test,442008,0.06215011796524377,0.10158844286603132,37.392513528469394,0.06224903595085862,2976.1941036698195,0.18991135444137877,0.3459439832849554,0.1773135327867369,78374,0.04427974154313949,19572,0.015022352536605672,6640,0.0035180358726538885,1555
full,F31_floor_flags_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",recent_holdout,209468,0.06545399143556767,0.10602902984372364,39.10539104461573,0.06592619244120984,3012.476947512234,0.19845914549200766,0.362130005197733,0.19217732541486052,40255,0.049191284587621974,10304,0.017062272041552886,3574,0.004139057039738767,867
full,F32_floor_bucket_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",train,2342081,0.07279023806517759,0.12222889169083292,30.616997697839647,0.07412777300863418,2350.6264130451787,0.21698797994019717,0.42559377212446614,0.2194898468498741,514063,0.0600132958680763,140556,0.02319091440475372,54315,0.006826834767883775,15989
full,F32_floor_bucket_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",valid,384432,0.0631100341461556,0.10195927654645849,32.902047535935814,0.06355768431461307,2616.2250245097102,0.19071492807902993,0.3467960076933507,0.18419122237482832,70809,0.04459306197194823,17143,0.014990947683855662,5763,0.0036131227369209638,1389
